parent,child
h1,g__Empedobacter|s__brevis
178,g__Nocardioides|s__sp. HDW12B
h2,g__Pseudonocardia|s__sp. EC080610-09
h8,g__Halomonas|s__beimenensis
h1,g__Pseudolysobacter|s__antarcticus
CO2Productionexport,g__Mycoplasma|s__genitalium
output,FructanInulinLevanMacromoleculedegradation
h3,g__Campylobacter|s__hyointestinalis
h7,g__Tessaracoccus|s__aquimaris
h8,g__Neorickettsia|s__helminthoeca
k__Bacteria,g__Streptococcus|s__sp. 116-D4
h0,g__Gluconacetobacter|s__diazotrophicus
FolicacidFolateVitaminB9Productionexport,g__Bifidobacterium|s__dentium
h6,g__Afipia|s__sp. GAS231
h5,g__Pedobacter|s__sp.
h6,g__Nostoc|s__sp. PCC 7120 = FACHB-418
h5,g__Thermococcus|s__radiotolerans
k__Bacteria,g__Synechococcus|s__sp. HK01-R
h0,g__Staphylococcus|s__pettenkoferi
h9,g__Paenibacillus|s__durus
h0,g__Streptomyces|s__sp. SGAir0924
h7,g__Gemella|s__sanguinis
h9,g__Advenella|s__kashmirensis
h6,g__Mucilaginibacter|s__xinganensis
h6,g__Pseudomonas|s__versuta
h9,g__Mycoavidus|s__cysteinexigens
h3,g__Pseudomonas|s__sp. R3-18-08
h6,g__Fibrisoma|s__limi
h7,g__Celeribacter|s__baekdonensis
ButyrateProductionexport,g__Butyrivibrio|s__proteoclasticus
h6,g__Pasteurella|s__multocida
h2,g__Burkholderia|s__sp. NRF60-BP8
h5,g__Dokdonia|s__sp. Dokd-P16
k__Bacteria,g__Mycoplasma|s__haemofelis
h7,g__Spartinivicinus|s__ruber
h4,g__Streptococcus|s__sp. oral taxon 431
h7,g__Synechococcus|s__sp. MEDNS5
h4,g__Pseudomonas|s__fragi
h7,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia simplex
h9,g__Streptococcus|s__pasteurianus
output,46
10,g__Desulfovibrio|s__magneticus
h1,g__Corynebacterium|s__pseudotuberculosis
h6,g__Microbulbifer|s__hydrolyticus
h0,g__Mediterraneibacter|s__[Ruminococcus] gnavus
92,g__Mycoplasma|s__canadense
h1,g__Rhodococcus|s__hoagii
h5,g__Desulfotomaculum|s__ferrireducens
h2,g__Candidatus Kinetoplastibacterium|s__galatii
h1,g__Candidatus Nitrosoglobus|s__terrae
h5,g__Candidatus Methanomethylophilus|s__alvus
k__Bacteria,g__Thioalkalivibrio|s__versutus
h5,g__Labrenzia|s__sp. PHM005
h8,g__Shewanella|s__sp. SNU WT4
h8,g__Geobacter|s__bemidjiensis
h3,g__Halorubrum|s__ezzemoulense
h8,g__Blattabacterium|s__sp. (Periplaneta americana)
h6,g__Thermanaerovibrio|s__acidaminovorans
h8,g__Hymenobacter|s__sp. BRD67
h8,g__Weissella|s__jogaejeotgali
k__Bacteria,g__Leadbetterella|s__byssophila
h1,g__Borrelia|s__turcica
k__Bacteria,g__Mycobacterium|s__gordonae
h0,g__Streptomyces|s__sp. So13.3
h5,g__Candidatus Hamiltonella|s__defensa
h9,g__Paenibacillus|s__donghaensis
h2,g__Glutamicibacter|s__sp. ZJUTW
h3,g__Acidianus|s__ambivalens
h7,g__Gordonia|s__iterans
h2,g__Mahella|s__australiensis
Isobutyrate2-MethylpropanoicacidConsumptionimport,g__Butyrivibrio|s__proteoclasticus
k__Bacteria,g__Pajaroellobacter|s__abortibovis
h2,g__Bdellovibrio|s__sp. NC01
h7,g__Latilactobacillus|s__Lactobacillus curvatus
h9,g__Skermanella|s__pratensis
h0,g__Rhizobium|s__sp. WL3
h0,g__Acinetobacter|s__ursingii
h2,g__Magnetospirillum|s__magneticum
h7,g__Aminobacter|s__sp. SR38
k__Bacteria,g__Altererythrobacter|s__marensis
h8,g__Klebsiella|s__sp. WP3-S18-ESBL-05
h4,g__Pseudomonas|s__sp. DG56-2
h8,g__Dickeya|s__poaceiphila
h9,g__Bacillus|s__sp. SYJ
h9,g__Gilvibacter|s__sp. SZ-19
h4,g__Carnobacterium|s__sp.
h0,g__Geobacillus|s__sp. 46C-IIa
h8,g__Geosporobacter|s__ferrireducens
h1,g__Citrobacter|s__sp. RHBSTW-00667
h4,g__Leptotrichia|s__buccalis
h6,g__Egicoccus|s__halophilus
h9,g__Deinococcus|s__sp. D7000
h2,g__Celeribacter|s__baekdonensis
h5,g__Fervidobacterium|s__nodosum
h7,g__Mesorhizobium|s__sp. NZP2077
h2,g__Roseiflexus|s__sp. RS-1
PropanoatePropionateProductionexport,g__Veillonella|s__dispar
h7,g__Sulfitobacter|s__guttiformis
h5,g__Neisseria|s__sp. 10022
h4,g__Kordiimonas|s__pumila
k__Archaea,g__Halodesulfurarchaeum|s__formicicum
16,g__Corynebacterium|s__vitaeruminis
h1,g__Lysobacter|s__gummosus
h9,g__Pontibacter|s__actiniarum
h5,g__Cyanothece|s__sp. PCC 7425
h3,g__Neptunomonas|s__concharum
h8,g__Sphingopyxis|s__sp. MG
h9,g__Komagataeibacter|s__xylinus
h2,g__Nitrosococcus|s__watsonii
h2,g__Dickeya|s__zeae
h8,g__Limnohabitans|s__sp. 103DPR2
k__Bacteria,g__Alkaliphilus|s__metalliredigens
h4,g__Candidatus Syntrophocurvum|s__alkaliphilum
h1,g__Staphylococcus|s__sp. AntiMn-1
h6,g__Variovorax|s__sp. PBS-H4
h9,g__Veillonella|s__dispar
k__Bacteria,g__Streptomyces|s__cinereoruber
output,alpha-ketoglutarate2-oxoglutarateConsumptionimport
h2,g__Chlorobaculum|s__tepidum
h9,g__Nocardia|s__terpenica
h7,g__Campylobacter|s__sp. RM12175
h4,g__Legionella|s__jordanis
h4,g__Alteromonas|s__sp. BL110
h4,g__Bacillus|s__sp. HBCD-sjtu
h5,g__Novosphingobium|s__sp. ES2-1
h0,g__Streptomyces|s__sp. CCM_MD2014
h7,g__Chromobacterium|s__paludis
h4,g__Ruminococcus|s__sp. JE7A12
h2,g__Dokdonia|s__sp. MED134
CelluloseBeta-D-glucanMacromoleculedegradation,g__Clostridium|s__acetobutylicum
k__Bacteria,g__Actinoalloteichus|s__hymeniacidonis
h3,g__Alistipes|s__communis
h2,g__Mycolicibacterium|s__fallax
h3,g__Cytobacillus|s__kochii
85,g__Friedmanniella|s__sagamiharensis
h0,g__Brachybacterium|s__avium
h4,g__Dickeya|s__dianthicola
h4,g__Nitratifractor|s__salsuginis
h0,g__Listeria|s__innocua
h5,g__Roseivirga|s__pacifica
h0,g__Achromobacter|s__denitrificans
4,g__Paraburkholderia|s__terrae
h3,g__Pantoea|s__vagans
k__Bacteria,g__Leminorella|s__richardii
h6,g__Mycobacterium|s__chimaera
h6,g__Pirellula|s__sp. SH-Sr6A
h8,g__Thalassotalea|s__sp. HSM 43
h9,g__Porphyromonas|s__crevioricanis
h4,g__Enterocloster|s__clostridioformis
h1,g__Salmonella|s__sp. SJTUF14178
h8,g__Thermotoga|s__maritima
h2,g__Tsukamurella|s__paurometabola
h6,g__Flavobacterium|s__nitrogenifigens
h5,g__Flexistipes|s__sinusarabici
h7,g__Plantactinospora|s__sp. BC1
h8,g__Mycolicibacterium|s__chitae
h8,g__Actinomyces|s__sp. zg-325
h0,g__Roseovarius|s__indicus
h7,g__Mesoplasma|s__coleopterae
h1,g__Clostridium|s__sp. JN-1
h7,g__Flavisolibacter|s__ginsenosidimutans
h3,g__Klebsiella|s__huaxiensis
h4,g__Streptomyces|s__sp. NA00687
h5,g__Pseudodesulfovibrio|s__aespoeensis
h3,g__Mycoplasma|s__ovipneumoniae
h6,g__Tissierella|s__Tissierellia sp. JN-28
h3,g__Paenibacillus|s__mucilaginosus
h3,g__Sulfurospirillum|s__sp. ACSTCE
h5,g__Rickettsia|s__peacockii
h9,g__Rhizobium|s__selenitireducens
h8,g__Streptomyces|s__coeruleorubidus
h9,g__Sedimentisphaera|s__salicampi
h1,g__Sphingopyxis|s__fribergensis
h3,g__Rhodoferax|s__sp. BAB1
h5,g__Rhizobium|s__sp. ACO-34A
h6,g__Acetobacter|s__ascendens
h6,g__Bacteroides|s__sp. CBA7301
h2,g__Micrococcus|s__sp. KBS0714
h6,g__Salinivibrio|s__sp. YCSC6
h0,g__Pseudomonas|s__sp. R32
h2,g__Clostridioides|s__difficile
h8,g__Spiroplasma|s__helicoides
h1,g__Methanothrix|s__soehngenii
h7,g__Campylobacter|s__avium
h3,g__Wolbachia|s__endosymbiont of Drosophila mauritiana
h2,g__Nitrosopumilus|s__piranensis
h5,g__Blautia|s__sp. LZLJ-3
h2,g__Paraburkholderia|s__sp. PGU16
h7,g__Salaquimonas|s__pukyongi
k__Bacteria,g__Sphingobium|s__sp. KCTC 72723
h3,g__Methanosarcina|s__sp. WH1
h6,g__Frankia|s__Candidatus Frankia datiscae
h1,g__Maribacter|s__dokdonensis
h0,g__Synechococcus|s__sp. PCC 7003
h6,g__Pediococcus|s__damnosus
h2,g__Methylocaldum|s__marinum
h7,g__Granulicella|s__tundricola
h8,g__Vibrio|s__coralliilyticus
k__Bacteria,g__Burkholderia|s__sp. KBS0801
h3,g__Actinomyces|s__naeslundii
h3,g__Modestobacter|s__marinus
h4,g__Streptomyces|s__sp. CdTB01
h3,g__Desulfitobacterium|s__dehalogenans
h7,g__Rhodopseudomonas|s__palustris
h9,g__Acetobacter|s__pomorum
h5,g__Pectobacterium|s__brasiliense
h0,g__Thermococcus|s__thioreducens
h4,g__Methylophaga|s__frappieri
k__Bacteria,g__Streptomyces|s__sp. S4.7
h3,g__Campylobacter|s__avium
h5,g__Corynebacterium|s__jeikeium
h0,g__Lysobacter|s__sp. CW239
k__Bacteria,g__Shewanella|s__sp. W3-18-1
h2,g__Serratia|s__sp. 3ACOL1
h3,g__Natronomonas|s__pharaonis
h3,g__Brucella|s__sp. 09RB8471
k__Bacteria,g__Isoptericola|s__dokdonensis
h0,g__Methanosarcina|s__sp. MTP4
k__Bacteria,g__Auraticoccus|s__monumenti
h3,g__Deinococcus|s__deserti
h0,g__Leptolyngbya|s__sp. NIES-3755
output,4-AminobutyrateGABAProductionexport
output,DodecanoateLauricacidLaureateConsumptionimport
h1,g__Arsenophonus|s__nasoniae
h8,g__Moritella|s__viscosa
h2,g__Paracoccus|s__sp. SC2-6
h4,g__Treponema|s__phagedenis
h3,g__Coxiella|s__endosymbiont of Amblyomma sculptum
18,g__Olsenella|s__sp. LZLJ-2
h2,g__Desulfobacter|s__postgatei
h8,g__Cytobacillus|s__oceanisediminis
h4,g__Chlamydia|s__muridarum
h5,g__Vibrio|s__aquimaris
h7,g__Sphingobium|s__sp. PAMC28499
h8,g__Bacillus|s__sp. SB49
h9,g__Lactococcus|s__sp. KACC 19320
h9,g__Chloroflexus|s__aggregans
h8,g__Brevibacterium|s__sp. YB235
h2,g__Mycoplasmopsis|s__californica
h6,g__Paraburkholderia|s__sp. PGU16
h2,g__Methylocystis|s__sp. SC2
h4,g__Caloramator|s__sp. E03
h7,g__Candidatus Sneabacter|s__namystus
h9,g__Burkholderia|s__diffusa
h0,g__Duncaniella|s__sp. C9
h1,g__Caproiciproducens|s__sp. 7D4C2
h0,g__Succinivibrio|s__dextrinosolvens
h0,g__Sporosarcina|s__sp. resist
h9,g__Acinetobacter|s__lactucae
h0,g__Vibrio|s__owensii
h1,g__Formosa|s__sp. Hel1_31_208
AcetateProductionexport,g__Lactococcus|s__lactis
h2,g__Mycobacterium|s__sp. DL592
h3,g__Methylophilus|s__sp. TWE2
h9,g__Corynebacterium|s__kutscheri
k__Bacteria,g__Xenorhabdus|s__bovienii
GlycerolConsumptionimport,g__Desulfovibrio|s__desulfuricans
h0,g__Halomonas|s__sp. HG01
h1,g__Rahnella|s__sp. WMR66
h3,g__Mycoplasma|s__meleagridis
h6,g__Tardiphaga|s__robiniae
11,g__Gemmobacter|s__sp. HYN0069
h5,g__Rhodoplanes|s__sp. Z2-YC6860
h7,g__Pseudomonas|s__sp. MPC6
output,PhenylacetateProductionexport
h1,g__Lactiplantibacillus|s__plantarum
h3,g__Flavobacterium|s__sp. KBS0721
h4,g__Streptococcus|s__pseudoporcinus
k__Archaea,g__Methanobrevibacter|s__sp. AbM4
h5,g__Levilactobacillus|s__Lactobacillus brevis
h4,g__Mycobacterium|s__simiae
h5,g__Iodobacter|s__fluviatilis
k__Bacteria,g__Flavobacterium|s__sp. CJ74
h2,g__Streptomyces|s__sp. S1D4-23
CholineConsumptionimport,g__Streptococcus|s__parasanguinis
h1,g__Rickettsia|s__monacensis
h0,g__Sulfurisphaera|s__tokodaii
h1,g__Neorickettsia|s__risticii
h1,g__Collimonas|s__fungivorans
h2,g__Cellulophaga|s__lytica
k__Bacteria,g__Kutzneria|s__albida
h2,g__Candidatus Cytomitobacter|s__primus
h3,g__Raoultella|s__terrigena
h5,g__Bdellovibrio|s__exovorus
h6,g__Thermus|s__sp. 4C
L-GlutamineD-GlutamineGlutamineConsumptionimport,g__Escherichia|s__coli
h1,g__Bosea|s__vaviloviae
h6,g__Dickeya|s__sp. CSL RW240
h7,g__Paracoccus|s__sp. SC2-6
h9,g__Methanocella|s__paludicola
h7,g__Candidatus Saccharimonas|s__aalborgensis
h8,g__Lysinibacillus|s__timonensis
h4,g__Halobacillus|s__litoralis
h7,g__Pseudorhodobacter|s__sp. S12M18
h0,g__Pseudomonas|s__simiae
k__Bacteria,g__Bordetella|s__bronchialis
h0,g__Halomonas|s__alkaliphila
h4,g__Aeromonas|s__veronii
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateConsumptionimport,g__Klebsiella|s__pneumoniae
h4,g__Desulfovibrio|s__sulfodismutans
h5,g__Saccharomonospora|s__glauca
7,g__Wolinella|s__succinogenes
h0,g__Lactobacillus|s__sp. wkB8
h8,g__Tetragenococcus|s__osmophilus
h8,g__Gemmata|s__sp. SH-PL17
k__Bacteria,g__Agrobacterium|s__sp. RAC06
h5,g__Renibacterium|s__salmoninarum
k__Bacteria,g__Dictyoglomus|s__thermophilum
h6,g__Mycolicibacterium|s__fortuitum
h1,g__Lysinibacillus|s__sp. 2017
h2,g__Parageobacillus|s__toebii
h8,g__Lactiplantibacillus|s__plantarum
h3,g__Pseudomonas|s__sp. MSPm1
h6,g__Pseudomonas|s__sp. K2W31S-8
k__Bacteria,g__Paracoccus|s__jeotgali
h3,g__Bradyrhizobium|s__sp.
k__Bacteria,g__Aquimarina|s__sp. TRL1
h1,g__Porphyromonas|s__crevioricanis
h4,g__Sphingobium|s__yanoikuyae
h7,g__Mycobacterium|s__sp. ELW1
h1,g__Erysipelothrix|s__sp. HDW6C
h4,g__Neorickettsia|s__helminthoeca
h8,g__Tumebacillus|s__algifaecis
LactoseConsumptionimport,g__Leuconostoc|s__mesenteroides
h8,g__Tepidanaerobacter|s__acetatoxydans
ButyrateProductionexport,g__Bacteroides|s__thetaiotaomicron
k__Bacteria,g__Clostridium|s__ljungdahlii
h8,g__Actinoplanes|s__sp. N902-109
h8,g__Acinetobacter|s__sp. Ac-14
h1,g__Veillonella|s__sp. OK1
h7,g__Flavobacterium|s__alkalisoli
k__Bacteria,g__Gordonia|s__polyisoprenivorans
h4,g__Enterococcus|s__thailandicus
h0,g__Adlercreutzia|s__sp. 8CFCBH1
h7,g__Simiduia|s__agarivorans
h7,g__Melissococcus|s__plutonius
h8,g__Alloactinosynnema|s__sp. L-07
h4,g__Cellulomonas|s__gilvus
h8,g__Sandaracinus|s__amylolyticus
0,g__Capnocytophaga|s__sputigena
h6,g__Borreliella|s__bissettii
h9,g__Enterobacter|s__kobei
h2,g__Bacillus|s__sp. MD-5
h7,g__Paenibacillus|s__sp. FSL R7-0331
h7,g__Cutibacterium|s__acnes
h5,g__Cupriavidus|s__nantongensis
h7,g__Edwardsiella|s__sp. LADL05-105
h8,g__Lactobacillus|s__helveticus
h3,g__Geovibrio|s__thiophilus
h2,g__Candidatus Saccharimonas|s__aalborgensis
h8,g__Tropheryma|s__whipplei
h6,g__Achromobacter|s__denitrificans
h6,g__Sulfurospirillum|s__deleyianum
h8,g__Pseudomonas|s__sp. BIOMIG1BAC
h2,g__Comamonas|s__koreensis
h1,g__Duganella|s__sp. GN2-R2
h9,g__Thermanaerovibrio|s__acidaminovorans
h0,g__Salicibibacter|s__halophilus
h8,g__Leuconostoc|s__mesenteroides
h0,g__Streptomyces|s__sp. YIM 121038
h2,g__Chromobacterium|s__sp. IIBBL 274-1
h9,g__Desulfococcus|s__multivorans
5,g__Bacillus|s__pseudomycoides
h3,g__Spirosoma|s__sp. I-24
h3,g__Alkaliphilus|s__oremlandii
k__Archaea,g__Halosimplex|s__pelagicum
h3,g__Delftia|s__sp. Cs1-4
h0,g__Halothermothrix|s__orenii
h4,g__Lentilactobacillus|s__Lactobacillus hilgardii
h4,g__Sphingomonas|s__sp. FARSPH
h5,g__Pseudomonas|s__sp. ADPe
h8,g__Treponema|s__brennaborense
k__Bacteria,g__Roseivivax|s__sp. THAF40
h2,g__Brucella|s__sp. 09RB8910
h4,g__Herbaspirillum|s__hiltneri
h5,g__Sporosarcina|s__ureae
h5,g__Sphingopyxis|s__sp. EG6
h0,g__Synechococcus|s__sp. WH 8020
h6,g__Weissella|s__ceti
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Clostridium|s__cellulovorans
h6,g__Enterococcus|s__thailandicus
h7,g__Mycetocola|s__sp. 449
h5,g__Methylobacterium|s__sp. C1
h4,g__Streptococcus|s__parauberis
h2,g__Azospirillum|s__brasilense
ButyrateConsumptionimport,g__Syntrophobacter|s__fumaroxidans
h5,g__Deinococcus|s__proteolyticus
h9,g__Myroides|s__sp. CJ210
h9,g__Burkholderia|s__sp. DHOD12
h5,g__Pectobacterium|s__versatile
h6,g__Mycolicibacterium|s__helvum
output,192
h6,g__Bacillus|s__megaterium
k__Bacteria,g__Planococcus|s__maritimus
k__Bacteria,g__Amylolactobacillus|s__amylophilus
h4,g__Candidatus Ruthia|s__magnifica
h3,g__Micromonospora|s__echinaurantiaca
h6,g__Rathayibacter|s__sp. VKM Ac-2801
k__Bacteria,g__Salicibibacter|s__kimchii
h0,g__Candidatus Solibacter|s__usitatus
h1,g__Methanobrevibacter|s__olleyae
h4,g__Streptomyces|s__sp. x3
h0,g__Lactobacillus|s__sp. 3B(2020)
h4,g__Streptomyces|s__cyaneogriseus
h5,g__Caulobacter|s__flavus
h5,g__Sterolibacterium|s__denitrificans
h6,g__Variovorax|s__paradoxus
h8,g__Psychrobacillus|s__glaciei
h0,g__Helicobacter|s__bilis
h1,g__Sphaerochaeta|s__coccoides
h3,g__Clostridium|s__intestinale
h1,g__Novosphingobium|s__sp. ABRDHK2
h9,g__Gramella|s__forsetii
h1,g__Vagococcus|s__sp. HDW17A
h4,g__Brevundimonas|s__vancanneytii
h6,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia versicolorea
k__Bacteria,g__Streptomyces|s__nodosus
h1,g__Trueperella|s__sp. 19M2397
h7,g__Pectobacterium|s__atrosepticum
h8,g__Mesorhizobium|s__sp. M9A.F.Ca.ET.002.03.1.2
k__Bacteria,g__Gemmata|s__obscuriglobus
h8,g__Clostridium|s__sp. MF28
55,g__Roseivirga|s__pacifica
h8,g__Pseudomonas|s__salegens
h2,g__Acidaminococcus|s__fermentans
h4,g__Anoxybacillus|s__sp. PDR2
h9,g__Corynebacterium|s__pseudotuberculosis
h5,g__Sinorhizobium|s__sp. LM21
h6,g__Desulfobacter|s__hydrogenophilus
h7,g__Bacillus|s__sp. #24
157,g__Gracilibacillus|s__sp. SCU50
k__Bacteria,g__Mannheimia|s__sp. USDA-ARS-USMARC-1261
h7,g__Mycobacterium|s__parmense
h6,g__Pseudoalteromonas|s__tunicata
output,260
k__Bacteria,g__Chitinimonas|s__arctica
h0,g__Providencia|s__rettgeri
h1,g__Geobacter|s__bremensis
h3,g__Jeongeupia|s__sp. USM3
h3,g__Wolbachia|s__endosymbiont of Drosophila ananassae
h9,g__Bifidobacterium|s__choerinum
h9,g__Pasteurella|s__stomatis
h3,g__Arsenophonus|s__endosymbiont of Aleurodicus dispersus
h2,g__Sulfitobacter|s__pontiacus
h8,g__Acinetobacter|s__sp. TGL-Y2
h7,g__Cronobacter|s__universalis
8,g__Alcanivorax|s__pacificus
h8,g__Arthrobacter|s__sp. 24S4-2
h0,g__Hydrogenophilus|s__thermoluteolus
k__Bacteria,g__Serratia|s__sp. JKS000199
h2,g__Salinivibrio|s__kushneri
h6,g__Aneurinibacillus|s__soli
3,g__Capnocytophaga|s__sp. oral taxon 878
h1,g__Nocardioides|s__sp. S-713
h5,g__Chryseobacterium|s__sp. SNU WT5
h1,g__Bifidobacterium|s__thermophilum
h6,g__Acetobacter|s__sp. KACC 21233
h6,g__Microbacterium|s__sp. ST-M6
h6,g__Vibrio|s__owensii
output,AcetoneProductionexport
h2,g__Polaromonas|s__sp. E19S
h5,g__Thermosipho|s__melanesiensis
h1,g__Lentilactobacillus|s__Lactobacillus parabuchneri
h6,g__Mycolicibacterium|s__monacense
h9,g__Kocuria|s__sp. BT304
h8,g__Cloacibacillus|s__porcorum
h3,g__Acinetobacter|s__sp. SWBY1
h9,g__Rubrobacter|s__xylanophilus
k__Bacteria,g__Sphingomonas|s__sanxanigenens
h5,g__Paenibacillus|s__sp. FSL P4-0081
h0,g__Geobacter|s__daltonii
h1,g__Halothiobacillus|s__sp. LS2
h5,g__Egibacter|s__rhizosphaerae
h3,g__Halomonas|s__campaniensis
h1,g__Thermincola|s__potens
h5,g__Enterobacter|s__sp. Crenshaw
h2,g__Algoriphagus|s__sanaruensis
h1,g__Janthinobacterium|s__sp. SNU WT3
h5,g__Shewanella|s__livingstonensis
h0,g__Dickeya|s__sp. CSL RW240
h8,g__Planococcus|s__antarcticus
SucroseConsumptionimport,g__Parabacteroides|s__distasonis
h8,g__Treponema|s__succinifaciens
h1,g__Streptococcus|s__sp. A12
h3,g__Terricaulis|s__silvestris
h8,g__Methanohalobium|s__evestigatum
h5,g__Azospirillum|s__sp. TSH100
h8,g__Sulfurisphaera|s__tokodaii
h9,g__Pyrobaculum|s__islandicum
NH3AmmoniaNH4AmmoniumProductionexport,g__Klebsiella|s__pneumoniae
h9,g__Moraxella|s__bovoculi
h3,g__Rhodococcus|s__pyridinivorans
h8,g__Shewanella|s__sp. WE21
h9,g__Saprospira|s__grandis
h5,g__Dokdonella|s__koreensis
h7,g__Dickeya|s__chrysanthemi
h0,g__Rahnella|s__sp. ERMR1:05
h0,g__Candidatus Fokinia|s__solitaria
h1,g__Kingella|s__kingae
h5,g__Pedobacter|s__steynii
h6,g__Spiroplasma|s__clarkii
h0,g__Flagellimonas|s__maritima
h5,g__Kyrpidia|s__tusciae
h5,g__Streptomyces|s__aquilus
h3,g__Chromohalobacter|s__salexigens
h6,g__Moorea|s__producens
h6,g__Methylibium|s__sp. Pch-M
h0,g__Citrobacter|s__freundii complex sp. CFNIH2
h4,g__Stigmatella|s__aurantiaca
h6,g__Anaerostipes|s__rhamnosivorans
h6,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia tomentosa
h2,g__Rhizobium|s__sp. CCGE531
h7,g__Alteromonas|s__naphthalenivorans
MucinMucusGlycoproteinMacromoleculedegradation,g__Vibrio|s__cholerae
h5,g__Microbulbifer|s__sp. YPW1
h7,g__Pedobacter|s__sp. BG5
h3,g__Micromonospora|s__narathiwatensis
h8,g__Salmonella|s__bongori
k__Bacteria,g__Halorhodospira|s__halochloris
h8,g__Cupriavidus|s__campinensis
h5,g__Halomonas|s__sp. PA16-9
h9,g__Streptomyces|s__parvulus
h0,g__Cytobacillus|s__oceanisediminis
h5,g__Rickettsia|s__asembonensis
h2,g__Bacteroides|s__cellulosilyticus
h2,g__Anaerobutyricum|s__hallii
h3,g__Defluviitoga|s__tunisiensis
h7,g__Synechococcus|s__sp. JA-3-3Ab
h8,g__Rufibacter|s__tibetensis
h2,g__Streptomyces|s__sp. 11-1-2
h2,g__Vibrio|s__sp. HBUAS61001
h6,g__Scytonema|s__sp. HK-05
h0,g__Brenneria|s__goodwinii
L-IsoleucineIsoleucineConsumptionimport,g__Clostridium|s__sporogenes
4,g__Marinobacter|s__similis
h1,g__Sphingomonas|s__wittichii
h5,g__Micromonospora|s__sp. WMMC415
h5,g__Colwellia|s__sp. PAMC 21821
k__Bacteria,g__Bifidobacterium|s__dentium
h8,g__Methanococcus|s__vannielii
h3,g__Klebsiella|s__variicola
h4,g__Pseudoarcobacter|s__acticola
h4,g__Pontivivens|s__sp. MT2928
h5,g__Dehalogenimonas|s__sp. GP
h5,g__Chlamydia|s__sp. H15-1957-10C
h4,g__Haematospirillum|s__jordaniae
h8,g__Cellulomonas|s__sp. Y8
h2,g__Dickeya|s__chrysanthemi
h0,g__Enterococcus|s__saigonensis
h9,g__Sediminispirochaeta|s__smaragdinae
h4,g__Streptomyces|s__pluripotens
k__Bacteria,g__Cobetia|s__pacifica
h0,g__Monaibacterium|s__sp. ALG8
h0,g__Streptomyces|s__olivaceus
h7,g__Paraburkholderia|s__aromaticivorans
h8,g__Desulfosporosinus|s__meridiei
k__Bacteria,g__Bradyrhizobium|s__sp. CCBAU 21365
h1,g__Persicimonas|s__caeni
h2,g__Citrobacter|s__sp. TBCP-5362
h4,g__Aggregatibacter|s__segnis
h8,g__Arcanobacterium|s__sp. 2701
k__Bacteria,g__Kangiella|s__profundi
h7,g__Formosa|s__sp. Hel3_A1_48
L-AspartateAspartateD-AspartateConsumptionimport,g__Clostridium|s__sporogenes
h5,g__Candidatus Ruthia|s__magnifica
output,85
h9,g__Candidatus Phytoplasma|s__Wheat blue dwarf phytoplasma
h9,g__Stenotrophomonas|s__sp. ASS1
h5,g__Lacticaseibacillus|s__Lactobacillus rhamnosus
h8,g__Mycolicibacterium|s__mageritense
h0,g__Streptococcus|s__macedonicus
DeoxycholicacidProductionexport,g__Lactobacillus|s__acidophilus
h6,g__Frankia|s__alni
h0,g__Klebsiella|s__sp. PO552
h5,g__Microcystis|s__panniformis
h0,g__Vibrio|s__cyclitrophicus
h2,g__Streptococcus|s__sp. CNU G2
k__Bacteria,g__Euzebya|s__sp. DY32-46
h9,g__Nonlabens|s__sp. MB-3u-79
k__Bacteria,g__Synechococcus|s__sp. RCC307
h8,g__Massilia|s__sp. YMA4
h0,g__Altererythrobacter|s__sp. BO-6
k__Bacteria,g__Leisingera|s__sp. NJS204
h6,g__Xanthomonas|s__arboricola
h3,g__Wolbachia|s__endosymbiont of Onchocerca volvulus
h4,g__Aequorivita|s__sp. H23M31
h9,g__Paucibacter|s__sp. KCTC 42545
k__Bacteria,g__Chryseobacterium|s__sp. 7-3A
h7,g__Cellulomonas|s__shaoxiangyii
h8,g__Pseudomonas|s__sp. DG56-2
h5,g__Azoarcus|s__sp. DN11
h5,g__Chryseobacterium|s__sp. NEB161
h3,g__Paenarthrobacter|s__sp. YJN-5
h7,g__Labrenzia|s__sp. CP4
h6,g__Paraburkholderia|s__sprentiae
h7,g__Mycobacteroides|s__abscessus
h0,g__Campylobacter|s__hyointestinalis
output,2-methylbutyrate2-methylbutanoicacidConsumptionimport
h5,g__Halomonas|s__sp. PGE1
h9,g__Bartonella|s__australis
k__Bacteria,g__Flavobacterium|s__sp. P2-65
h2,g__Mariniblastus|s__fucicola
h3,g__Legionella|s__lansingensis
h4,g__Aeromicrobium|s__sp. 592
h4,g__Thermanaerovibrio|s__acidaminovorans
h7,g__Paraburkholderia|s__graminis
h7,g__Paenibacillus|s__xylanexedens
h7,g__Corynebacterium|s__renale
h1,g__Spiroplasma|s__culicicola
h7,g__Rickettsia|s__montanensis
h8,g__Caldivirga|s__maquilingensis
h2,g__Streptomyces|s__sp. ADI95-16
h5,g__Peribacillus|s__muralis
h5,g__Campylobacter|s__sp. CFSAN093257
h7,g__Streptomyces|s__tsukubensis
